time/fps,time/total_timesteps,time/episodes,time/time_elapsed,eval/mean_ep_length,eval/mean_reward,train/critic_loss,train/ent_coef_loss,train/learning_rate,train/actor_loss,train/n_updates,train/ent_coef
,31000,,,9.8,-5.706299,0.08247600495815277,-5.004002571105957,0.0009968893445340373,-1.2202887535095215,999,0.37027642130851746
354,31030,4072,87,,,0.08455722033977509,-5.138034820556641,0.0009968863388167522,-1.1289558410644531,1029,0.35936301946640015
353,31050,4076,87,,,0.08839946985244751,-5.250066757202148,0.0009968843350102636,-1.045426368713379,1049,0.35225895047187805
352,31091,4080,88,,,0.08765724301338196,-5.445356845855713,0.0009968802272195536,-1.0218889713287354,1090,0.33813855051994324
,31100,,,12.1,-8.035836600000001,0.09570232033729553,-5.4959025382995605,0.0009968793255116632,-0.9383798837661743,1099,0.335115522146225
349,31133,4084,88,,,0.11282353848218918,-5.686730861663818,0.0009968760192563774,-0.9379980564117432,1132,0.3242560625076294
348,31165,4088,89,,,0.1032320111989975,-5.846046447753906,0.0009968728132011175,-0.8534029722213745,1164,0.3140646815299988
347,31198,4092,89,,,0.1199377179145813,-5.9955010414123535,0.0009968695069674301,-0.8124357461929321,1197,0.3038901090621948
,31200,,,9.2,-6.288088,0.11558063328266144,-5.9995527267456055,0.0009968693065899833,-0.8133279085159302,1199,0.3032841682434082
346,31232,4096,90,,,0.10418663918972015,-6.169956207275391,0.0009968661005563123,-0.7749435901641846,1231,0.29375410079956055
345,31262,4100,90,,,0.12670063972473145,-6.298839569091797,0.0009968630949091098,-0.7547239661216736,1261,0.285091757774353
344,31278,4104,90,,,0.12650549411773682,-6.402711868286133,0.000996861491900974,-0.7102551460266113,1277,0.2805737257003784
,31300,,,9.0,-5.3162818000000005,0.1214376911520958,-6.51265811920166,0.0009968592877689965,-0.6320540904998779,1299,0.2744792401790619
343,31310,4108,91,,,0.13210366666316986,-6.555361747741699,0.0009968582858924358,-0.6715152263641357,1309,0.2717536687850952
341,31350,4112,91,,,0.12036475539207458,-6.774062633514404,0.0009968542783962626,-0.556597888469696,1349,0.26112836599349976
340,31395,4116,92,,,0.12164569646120071,-6.922419548034668,0.0009968497699823248,-0.553949236869812,1394,0.24967575073242188
,31400,,,10.7,-6.7148343,0.1769590675830841,-6.990805625915527,0.0009968492690487015,-0.45400023460388184,1399,0.24843473732471466
338,31430,4120,92,,,0.13485777378082275,-7.1044602394104,0.0009968462634522479,-0.5081501007080078,1429,0.24111707508563995
337,31474,4124,93,,,0.17567205429077148,-7.315367221832275,0.0009968418552605083,-0.41357022523880005,1473,0.23077502846717834
,31500,,,9.1,-5.5737747,0.15187539160251617,-7.474875450134277,0.0009968392504290976,-0.3215187191963196,1499,0.22487954795360565
335,31506,4128,93,,,0.1460297703742981,-7.426156997680664,0.0009968386493151233,-0.2872426509857178,1505,0.22353993356227875
334,31543,4132,94,,,0.17154842615127563,-7.636439323425293,0.000996834942453625,-0.2494964599609375,1542,0.21548092365264893
333,31567,4136,94,,,0.17342305183410645,-7.743321418762207,0.000996832538010294,-0.18790797889232635,1566,0.21040701866149902
,31600,,,8.8,-5.382275999999999,0.18300171196460724,-7.996671676635742,0.0009968292319101836,-0.16741517186164856,1599,0.20364144444465637
331,31613,4140,95,,,0.16597573459148407,-8.03714656829834,0.0009968279295101204,-0.10110928118228912,1612,0.2010350078344345
330,31647,4144,95,,,0.23462562263011932,-8.132383346557617,0.000996824523241077,-0.10538976639509201,1646,0.19437086582183838
329,31671,4148,96,,,0.208420529961586,-8.29603385925293,0.000996822118822878,-0.046981263905763626,1670,0.18981431424617767
329,31698,4152,96,,,0.18559080362319946,-8.29572868347168,0.0009968194138593365,0.011205559596419334,1697,0.1848142147064209
,31700,,,7.3,-3.9083164000000004,0.2310602366924286,-8.283445358276367,0.0009968192134919586,-0.010564997792243958,1699,0.18445010483264923
327,31718,4156,96,,,0.20931455492973328,-8.40951156616211,0.0009968174101873714,0.11353757232427597,1717,0.18120279908180237
326,31754,4160,97,,,0.20695245265960693,-8.686371803283691,0.0009968138035879833,0.13177768886089325,1753,0.17488114535808563
325,31791,4164,97,,,0.2515658438205719,-8.833168029785156,0.0009968100968188768,0.1278616189956665,1790,0.16862213611602783
,31800,,,6.4,-3.4814578,0.23455104231834412,-8.788064956665039,0.0009968091951744217,0.2452741414308548,1799,0.16713179647922516
324,31830,4168,98,,,0.251701295375824,-9.04598617553711,0.0009968061896987945,0.20768743753433228,1829,0.16226530075073242
323,31850,4172,98,,,0.24957367777824402,-8.87380599975586,0.0009968041860534107,0.18668505549430847,1849,0.1591046303510666
322,31882,4176,98,,,0.27516764402389526,-9.197129249572754,0.000996800980229174,0.2922608256340027,1881,0.15419703722000122
,31900,,,9.4,-6.088420600000001,0.2726539373397827,-9.202568054199219,0.0009967991769575717,0.32259687781333923,1899,0.15151816606521606
321,31914,4180,99,,,0.2833896279335022,-9.42526626586914,0.0009967977744152474,0.402413547039032,1913,0.14946888387203217
320,31954,4184,99,,,0.27997785806655884,-9.405065536499023,0.0009967937671623377,0.3795440196990967,1953,0.14375412464141846
319,31987,4188,100,,,0.2577916979789734,-9.602497100830078,0.0009967904611908151,0.4913139045238495,1986,0.13921788334846497
,32000,,,7.8,-4.0482235,0.3200204372406006,-9.61831283569336,0.0009967891588414076,0.4230606257915497,1999,0.13747738301753998
318,32025,4192,100,,,0.3086456060409546,-9.759066581726074,0.0009967866543280986,0.494922935962677,2024,0.13418346643447876
317,32061,4196,101,,,0.3184815049171448,-9.854658126831055,0.0009967830478399887,0.6222590208053589,2060,0.12960119545459747
316,32085,4200,101,,,0.31637245416641235,-9.854856491088867,0.0009967806435218316,0.5363318920135498,2084,0.12663061916828156
,32100,,,9.7,-6.133608000000001,0.36000579595565796,-9.81864070892334,0.0009967791408259283,0.48962780833244324,2099,0.12482285499572754
315,32121,4204,101,,,0.34040746092796326,-9.927959442138672,0.0009967770370554697,0.5787767171859741,2120,0.12235820293426514
314,32158,4208,102,,,0.365602046251297,-10.049583435058594,0.000996773330423084,0.7202569246292114,2157,0.11813953518867493
313,32195,4212,102,,,0.3221087157726288,-10.171398162841797,0.0009967696238044816,0.7740345001220703,2194,0.11407758295536041
,32200,,,6.9,-2.5357315,0.4000371992588043,-10.131067276000977,0.0009967691229111329,0.6986151933670044,2199,0.1135404109954834
312,32210,4216,103,,,0.3567560315132141,-10.239278793334961,0.0009967681211251911,0.8374449610710144,2209,0.112474225461483
311,32245,4220,103,,,0.37030869722366333,-10.298001289367676,0.000996764614882323,0.7745505571365356,2244,0.1088297888636589
310,32277,4224,103,,,0.3687359392642975,-10.197386741638184,0.000996761409185351,0.8148778080940247,2276,0.10564064234495163
,32300,,,10.2,-6.1550785999999995,0.4433958828449249,-10.232821464538574,0.0009967591050970206,0.8351732492446899,2299,0.10342118889093399
309,32306,4228,104,,,0.45031362771987915,-10.104740142822266,0.0009967585040313756,0.859476625919342,2305,0.10285313427448273
309,32334,4232,104,,,0.3870871961116791,-10.487260818481445,0.0009967556990631578,0.8345785737037659,2333,0.10024605691432953
308,32368,4236,104,,,0.41305115818977356,-10.444635391235352,0.0009967522930409338,0.8077199459075928,2367,0.09718750417232513
307,32383,4240,105,,,0.430165559053421,-10.569206237792969,0.0009967507903877702,1.0629839897155762,2382,0.09586449712514877
,32400,,,5.3,-2.086307,0.5310186147689819,-10.537860870361328,0.00099674908738359,0.9376760721206665,2399,0.0943896472454071
306,32428,4244,105,,,0.4200916588306427,-10.417505264282227,0.0009967462824418717,1.0808696746826172,2427,0.09200447052717209
306,32452,4248,106,,,0.43281957507133484,-10.516786575317383,0.0009967438782123954,1.0652275085449219,2451,0.09003434330224991
,32500,,,9.7,-5.917904200000001,0.4983277916908264,-10.277507781982422,0.0009967390697708405,1.1190729141235352,2499,0.08627017587423325
304,32505,4252,106,,,0.4401848316192627,-10.25378131866455,0.000996738568892846,1.2051966190338135,2504,0.08589092642068863
303,32545,4256,107,,,0.42606425285339355,-10.602378845214844,0.0009967345618779502,1.1027745008468628,2544,0.08293147385120392
303,32574,4260,107,,,0.505520224571228,-10.462125778198242,0.0009967316568022236,1.180073857307434,2573,0.08085621148347855
,32600,,,4.0,-1.0245578,0.4084760546684265,-10.731145858764648,0.000996729052258771,1.1703929901123047,2599,0.07903880625963211
301,32628,4264,108,,,0.6532239317893982,-10.654783248901367,0.000996726247373433,1.1293394565582275,2627,0.07714240998029709
301,32637,4268,108,,,0.5698540210723877,-10.391965866088867,0.000996725345804822,1.272258996963501,2636,0.07654815912246704
300,32693,4272,108,,,0.5694836378097534,-10.544662475585938,0.0009967197360629002,1.3599944114685059,2692,0.07298615574836731
,32700,,,10.6,-6.3368017000000005,0.5519789457321167,-9.52971076965332,0.0009967190348473798,1.2716670036315918,2699,0.07255148142576218
299,32726,4276,109,,,0.49867576360702515,-10.037382125854492,0.0009967164303369095,1.2348334789276123,2725,0.07101424038410187
298,32763,4280,109,,,0.61918044090271,-10.656584739685059,0.0009967127239298968,1.316253662109375,2762,0.06887795776128769
,32800,,,10.7,-7.792584700000001,0.5703177452087402,-10.620461463928223,0.000996709017536667,1.4423866271972656,2799,0.06688117235898972
296,32803,4284,110,,,0.7461944222450256,-10.56357192993164,0.000996708717018901,1.4060406684875488,2802,0.06671865284442902
296,32843,4288,110,,,0.5406014919281006,-10.224641799926758,0.0009967047101240134,1.5559415817260742,2842,0.06462347507476807
295,32859,4292,111,,,0.4714199900627136,-9.823585510253906,0.0009967031073705686,1.4876534938812256,2858,0.06379491090774536
295,32887,4296,111,,,0.5153402090072632,-10.153948783874512,0.0009967003025582422,1.5510797500610352,2886,0.06235205754637718
,32900,,,10.4,-7.5602892,0.582030177116394,-10.270878791809082,0.0009966990003266306,1.5802075862884521,2899,0.06170424446463585
293,32928,4300,112,,,0.598088264465332,-9.922154426574707,0.0009966961955258616,1.524636149406433,2927,0.06033771485090256
293,32967,4304,112,,,0.5483123064041138,-9.969612121582031,0.0009966922888522297,1.360416054725647,2966,0.05853546783328056
292,32993,4308,112,,,0.6644178032875061,-10.072103500366211,0.0009966896844116485,1.4909641742706299,2992,0.057374436408281326
,33000,,,5.8,-2.9827658,0.6768549680709839,-8.972947120666504,0.0009966889832172703,1.492543339729309,2999,0.05706312507390976
291,33039,4312,113,,,0.7252169847488403,-9.606771469116211,0.0009966850765719076,1.7122833728790283,3038,0.055400826036930084
290,33069,4316,113,,,0.7036486864089966,-10.140131950378418,0.00099668207147051,1.7773149013519287,3068,0.05414583161473274
,33100,,,9.7,-5.911803600000001,0.6509239077568054,-9.393468856811523,0.0009966789662085847,1.7338528633117676,3099,0.052903514355421066
289,33124,4320,114,,,0.6309969425201416,-9.931863784790039,0.0009966765621414804,1.673047423362732,3123,0.05196993425488472
288,33146,4324,114,,,0.583574652671814,-9.21697998046875,0.0009966743584183958,1.8645761013031006,3145,0.05112433061003685
288,33189,4328,115,,,0.6875990629196167,-9.759562492370605,0.0009966700511555263,1.5672557353973389,3188,0.04954569414258003
,33200,,,7.8,-4.426029299999999,0.8417115211486816,-8.035358428955078,0.0009966689493005729,1.7715307474136353,3199,0.04914912208914757
287,33211,4332,115,,,0.7875811457633972,-9.169340133666992,0.0009966678474468377,1.7885111570358276,3210,0.04877835139632225
286,33257,4336,116,,,0.6040449142456055,-8.86526107788086,0.0009966632397080523,1.9285483360290527,3256,0.047227680683135986
285,33283,4340,116,,,0.74447101354599,-8.621548652648926,0.0009966606353433792,1.8858909606933594,3282,0.0463879220187664
,33300,,,9.6,-5.931565999999999,0.8829236030578613,-8.767498016357422,0.000996658932493234,1.9243743419647217,3299,0.045860759913921356
284,33322,4344,117,,,0.7754905223846436,-7.640229225158691,0.0009966567288091294,1.877718448638916,3321,0.04519117623567581
284,33353,4348,117,,,0.7701388597488403,-8.054427146911621,0.0009966536236261617,1.9512388706207275,3352,0.044304754585027695
283,33387,4352,117,,,0.7792500257492065,-8.97414779663086,0.0009966502179527405,2.0423460006713867,3386,0.043340008705854416
,33400,,,9.7,-6.010764200000001,0.7860895395278931,-7.118841171264648,0.0009966489157865667,2.0253825187683105,3399,0.04297943040728569
282,33429,4356,118,,,0.8681720495223999,-7.444514751434326,0.0009966460109604638,1.9745322465896606,3428,0.042216237634420395
281,33460,4360,118,,,0.6923544406890869,-7.980053901672363,0.0009966429058108884,2.037747621536255,3459,0.04142916575074196
,33500,,,6.2,-3.7327152,0.7512502670288086,-6.475766181945801,0.0009966388991805703,2.1911282539367676,3499,0.04047704488039017
280,33501,4364,119,,,0.7903308868408203,-6.98625373840332,0.0009966387990150186,2.2030510902404785,3500,0.04045456647872925
280,33537,4368,119,,,0.8591195344924927,-5.577482223510742,0.0009966351930618662,1.988823652267456,3536,0.039645005017519
279,33577,4372,120,,,0.8230895400047302,-7.140235424041748,0.0009966311864625544,1.9065630435943604,3576,0.03877657651901245
,33600,,,10.4,-7.021522300000001,0.9470404386520386,-6.5960774421691895,0.0009966288826752435,1.8492183685302734,3599,0.03827596828341484
278,33614,4376,120,,,0.8349025249481201,-6.364552021026611,0.0009966274803725312,1.9490362405776978,3613,0.03799505531787872
277,33645,4380,121,,,0.790854811668396,-6.581275939941406,0.0009966243752806898,2.2470626831054688,3644,0.03740142285823822
277,33665,4384,121,,,0.7470476031303406,-6.501945495605469,0.0009966223720007648,2.2285423278808594,3664,0.037023529410362244
,33700,,,11.2,-7.0420675,0.7280053496360779,-5.897444725036621,0.0009966188662705855,2.109503984451294,3699,0.036388907581567764
276,33710,4388,122,,,0.8571908473968506,-6.130980014801025,0.0009966178646356565,2.0055971145629883,3709,0.03621455281972885
275,33741,4392,122,,,0.8030856847763062,-5.585286617279053,0.0009966147595737737,2.1850147247314453,3740,0.03569449111819267
275,33772,4396,122,,,0.7974317669868469,-4.3047590255737305,0.0009966116545215653,1.9768316745758057,3771,0.03519166633486748
,33800,,,9.4,-5.5405344,0.9354355335235596,-5.209084510803223,0.0009966088499665953,2.015150547027588,3799,0.03476948291063309
274,33808,4400,123,,,0.9085323810577393,-4.862646102905273,0.0009966080486666247,2.040146827697754,3807,0.034650612622499466
273,33828,4404,123,,,0.814014196395874,-4.221282482147217,0.0009966060454195175,2.0973060131073,3827,0.03437800705432892
272,33884,4408,124,,,0.8228271007537842,-5.073768615722656,0.0009966004363490388,2.0875613689422607,3883,0.03361628204584122
,33900,,,7.9,-4.6249465,0.9179798364639282,-4.596869468688965,0.0009965988337632715,2.0268068313598633,3899,0.033398061990737915
272,33916,4412,124,,,0.7375580072402954,-3.4325051307678223,0.0009965972311800817,2.1095430850982666,3915,0.03318997099995613
271,33960,4416,125,,,0.739297091960907,-3.6854615211486816,0.0009965928240895973,2.203740119934082,3959,0.032659754157066345
270,33997,4420,125,,,0.9318259954452515,-4.7040252685546875,0.0009965891181422288,2.202298164367676,3996,0.03223080560564995
,34000,,,7.0,-3.5939848,0.8722991347312927,-4.029942035675049,0.0009965888176606138,2.1069440841674805,3999,0.03219107165932655
269,34037,4424,126,,,0.9523632526397705,-3.832791328430176,0.000996585111728144,2.162470817565918,4036,0.03175140917301178
269,34082,4428,126,,,0.815383791923523,-3.459535598754883,0.0009965806045315504,2.21799898147583,4081,0.031229443848133087
,34100,,,9.0,-6.419746699999999,1.0263073444366455,-2.534783124923706,0.0009965788016586207,2.2769789695739746,4099,0.03102855198085308
268,34106,4432,127,,,0.8717100024223328,-2.7687532901763916,0.0009965782007017021,2.2242209911346436,4105,0.030967416241765022
268,34117,4436,127,,,0.7367771863937378,-3.0220460891723633,0.000996577098948293,2.1630635261535645,4116,0.030861452221870422
267,34163,4440,127,,,0.7650550603866577,-4.575818061828613,0.0009965724916290509,2.021501064300537,4162,0.030488062649965286
266,34188,4444,128,,,0.762894868850708,-3.0026540756225586,0.0009965699876601356,2.3576512336730957,4187,0.030276358127593994
,34200,,,8.5,-4.5769262,0.8123377561569214,-2.6894586086273193,0.0009965687857572912,2.2123024463653564,4199,0.030171483755111694
265,34244,4448,128,,,0.8777927756309509,-0.9525277614593506,0.0009965643787925962,2.063453197479248,4243,0.02984289824962616
265,34282,4452,129,,,0.9254541397094727,-3.3264994621276855,0.0009965605727933157,2.075629711151123,4281,0.02956257201731205
,34300,,,10.2,-6.572868,0.770228385925293,-2.4428298473358154,0.0009965587699566243,2.160727024078369,4299,0.02943543531000614
264,34306,4456,129,,,0.9979649782180786,-2.4045605659484863,0.0009965581690117855,2.0272462368011475,4305,0.029396720230579376
263,34345,4460,130,,,1.0765841007232666,-3.249095916748047,0.0009965542628791652,2.046380043029785,4344,0.02909506857395172
263,34384,4464,130,,,0.8636832237243652,-2.067559242248535,0.0009965503567618556,2.2996561527252197,4383,0.02877970226109028
,34400,,,8.6,-5.4906922,1.0157675743103027,-3.173006534576416,0.0009965487542566193,1.975217580795288,4399,0.028678521513938904
262,34406,4468,131,,,0.9613314867019653,-3.118075370788574,0.00099654815331782,2.078795909881592,4405,0.028635932132601738
262,34442,4472,131,,,0.9470964670181274,-1.4414405822753906,0.0009965445476926341,2.0329461097717285,4441,0.028418276458978653
261,34471,4476,131,,,0.9079546928405762,-2.3887853622436523,0.0009965416431707216,2.09299898147583,4470,0.02827439270913601
,34500,,,9.9,-7.137587399999999,0.7233753800392151,-0.2511094808578491,0.0009965387386572748,2.092634916305542,4499,0.028132101520895958
260,34512,4480,132,,,0.8564379215240479,0.013277754187583923,0.0009965375367921177,2.114633321762085,4511,0.028090326115489006
260,34532,4484,132,,,0.8770542144775391,-1.6825281381607056,0.0009965355336867439,2.1276042461395264,4531,0.028024449944496155
260,34550,4488,132,,,0.8175864219665527,-1.651003122329712,0.0009965337308953499,1.9667294025421143,4549,0.027937544509768486
259,34564,4492,132,,,0.8334147334098816,-0.8723292946815491,0.0009965323287265205,2.099517822265625,4563,0.027874166145920753
259,34597,4496,133,,,0.8207814693450928,-0.052150994539260864,0.0009965290236220857,1.9763461351394653,4596,0.02774769440293312
,34600,,,8.3,-5.8889936,0.746920645236969,-0.9901868104934692,0.0009965287231585899,2.1893930435180664,4599,0.027736561372876167
258,34628,4500,134,,,1.0463331937789917,-1.033419132232666,0.0009965259188369961,2.211115837097168,4627,0.0276564359664917
257,34666,4504,134,,,0.880949079990387,-0.7991184592247009,0.0009965221129845988,2.3528175354003906,4665,0.027545079588890076
,34700,,,11.5,-7.942672200000001,0.723554253578186,0.47717228531837463,0.0009965187077605635,2.1920251846313477,4699,0.0274681206792593
256,34722,4508,135,,,0.825885534286499,0.37885668873786926,0.0009965165043865061,2.1406302452087402,4721,0.027423357591032982
255,34762,4512,135,,,0.918986439704895,-0.5012195110321045,0.0009965124982643377,2.004117488861084,4761,0.027343804016709328
255,34788,4516,136,,,1.014310359954834,-0.7560405731201172,0.0009965098942935644,2.0795369148254395,4787,0.027299802750349045
,34800,,,6.1,-2.6084883000000003,0.877808690071106,-0.3337502181529999,0.000996508692463195,1.9564319849014282,4799,0.027270767837762833
254,34821,4520,136,,,0.8344610929489136,-1.284257411956787,0.000996506589263536,2.0847363471984863,4820,0.027268636971712112
253,34871,4524,137,,,0.7408750653266907,0.3047029376029968,0.0009965015816631667,1.9935166835784912,4870,0.02720685862004757
253,34894,4528,137,,,0.7965371012687683,0.632186233997345,0.000996499278175447,2.107527017593384,4893,0.027216363698244095
,34900,,,9.4,-5.6113708,0.830068826675415,-1.2633123397827148,0.0009964986772664829,1.9902613162994385,4899,0.027222048491239548
252,34950,4532,138,,,0.8827502727508545,-0.26129043102264404,0.0009964936697058728,2.0985751152038574,4949,0.0271842572838068
251,34996,4536,139,,,0.9009152054786682,-0.8394997715950012,0.000996489062772336,1.8676972389221191,4995,0.02711879089474678
,35000,,,12.2,-8.070224300000001,0.7656303644180298,0.290502667427063,0.0009964886621704264,2.0885777473449707,4999,0.027116158977150917
250,35025,4540,139,,,0.8525525331497192,0.9691773653030396,0.0009964861584121397,1.9661564826965332,5024,0.027121305465698242
249,35073,4544,140,,,0.6930476427078247,0.11233018338680267,0.0009964813512138636,1.9548225402832031,5072,0.027137449011206627
249,35090,4548,140,,,0.7327287197113037,0.5912919640541077,0.0009964796486700352,1.836794376373291,5089,0.027170727029442787
,35100,,,7.0,-4.4211534,0.7863286733627319,-0.38817301392555237,0.0009964786471750244,1.9751372337341309,5099,0.027200153097510338
248,35118,4552,141,,,0.7831723093986511,1.7759461402893066,0.0009964768444865417,1.8884539604187012,5117,0.027231791988015175
248,35156,4556,141,,,0.8137315511703491,0.24976877868175507,0.000996473038821565,2.0667691230773926,5155,0.02730634994804859
247,35195,4560,142,,,0.7489399909973145,-0.24889442324638367,0.0009964691330226231,1.8765345811843872,5194,0.027378644794225693
,35200,,,12.8,-10.569615699999998,0.8603045344352722,0.44975540041923523,0.0009964686322802762,1.841135859489441,5199,0.027384789660573006
246,35234,4564,143,,,0.7740692496299744,0.7561112642288208,0.0009964652272389904,1.807612419128418,5233,0.02746126614511013
245,35262,4568,143,,,0.7088378667831421,0.7660048007965088,0.00099646242309608,1.9367104768753052,5261,0.027502965182065964
245,35298,4572,143,,,0.7935609817504883,1.5823228359222412,0.000996458817781076,2.0187876224517822,5297,0.02759462222456932
,35300,,,7.1,-3.8122495,0.8043922185897827,0.37900543212890625,0.0009964586174861804,1.8255575895309448,5299,0.027601946145296097
244,35320,4576,144,,,0.8469728231430054,-0.25869524478912354,0.0009964566145394395,1.909353256225586,5319,0.02767462655901909
243,35361,4580,145,,,0.6322250366210938,1.3640832901000977,0.000996452508511207,1.7467384338378906,5360,0.027816036716103554
,35400,,,10.5,-7.5670829,0.7278191447257996,1.549981713294983,0.0009964486027927361,1.836951732635498,5399,0.02801743522286415
242,35407,4584,145,,,0.7720274925231934,0.1792350560426712,0.0009964479017679645,1.8708343505859375,5406,0.028046561405062675
