#{"t_start": 1734959629.2051036, "env_id": "GraspEnv_v3"}
r,l,t
-1.580057,5,27.587401
-8.633858,14,27.616456
-7.337231,14,27.64807
-1.722389,4,27.658074
-11.952765,14,27.688087
-3.375403,11,27.761294
-11.339815,14,27.79031
-0.053818,2,27.795313
-4.427957,7,27.810294
-12.774021,14,27.836994
-9.371802,14,27.863998
-8.611264,14,27.892989
-7.964915,14,27.925055
-6.763777,14,27.957672
-3.001213,7,27.972669
-12.324937,14,28.049035
0.639513,2,28.055001
0.88705,1,28.058039
-11.113099,14,28.089006
-4.263583,9,28.108005
0.679301,2,28.112998
-11.065333,14,28.142267
-12.071546,14,28.172269
-10.159979,14,28.199269
0.950369,1,28.203272
-8.890652,13,28.273575
-12.328839,14,28.301596
0.638034,2,28.307575
-8.72561,14,28.33572
-1.460489,7,28.349753
-1.942944,7,28.365725
-8.221743,14,28.393725
-9.256053,14,28.4228
-13.765146,14,28.450971
0.363967,2,28.456942
0.850148,1,28.499941
-11.010412,14,28.533566
-2.806144,6,28.546575
-9.449828,14,28.575603
-9.969092,14,28.602582
0.902581,1,28.605573
-0.556178,4,28.614595
-10.307054,14,28.645254
-2.894692,8,28.662278
-12.561697,14,28.691248
-3.488657,6,28.748463
-3.630534,6,28.762486
-10.023831,14,28.790471
-12.739391,14,28.819525
-10.921899,14,28.846665
-0.012237,2,28.85168
0.208958,2,28.857684
-10.829206,14,28.885651
-10.824736,14,28.914658
-9.902152,14,28.943826
-1.652167,4,29.001834
0.948448,1,29.005832
-8.19056,14,29.038117
-9.262961,14,29.067135
-11.307937,14,29.095124
-2.443434,6,29.109124
0.871762,1,29.112126
-6.064498,10,29.133333
-9.675885,14,29.162377
-8.41053,14,29.190344
-12.026542,14,29.272901
0.944348,1,29.276914
0.362139,2,29.282895
-2.68638,7,29.304885
-7.944268,14,29.331531
0.449948,2,29.337572
-0.332946,4,29.345595
-7.487778,14,29.375607
-7.237551,14,29.402583
-10.543287,14,29.43165
-9.242449,14,29.509917
-10.913042,14,29.538202
-2.409184,7,29.55316
-11.112143,14,29.582176
0.851159,1,29.585173
-12.686892,14,29.612159
-1.356489,5,29.623205
-1.73987,5,29.634349
-6.068023,11,29.657386
-8.329383,14,29.685346
-11.840642,14,29.761844
-7.189336,14,29.789851
-9.814758,14,29.817963
-3.506538,7,29.833582
-11.511243,14,29.862573
0.911428,1,29.865578
0.405779,3,29.872583
-3.974258,8,29.888568
-9.454286,14,29.921628
-10.710596,14,29.949916
-10.394203,14,30.028943
-1.380905,8,30.048582
-8.849766,14,30.076566
-1.316846,7,30.090579
0.904396,1,30.093573
-12.919429,14,30.121635
0.900534,1,30.126635
-8.972303,14,30.15624
-13.92125,14,30.183235
-2.21286,10,30.203226
-12.614005,14,30.273967
-3.754063,11,30.297997
-1.520535,5,30.308965
0.982128,1,30.312961
-8.268775,11,30.334645
-0.371289,3,30.342653
0.937188,1,30.345648
-0.601625,3,30.352661
-10.802904,14,30.381645
0.865637,1,30.384645
-11.947007,14,30.461367
0.819352,1,30.465368
-3.330187,10,30.486346
-7.214438,14,30.514353
-1.550681,5,30.525412
-9.863742,14,30.552028
0.993806,1,30.556028
-8.318227,14,30.585025
-8.426208,14,30.614045
-0.168882,3,30.621071
-1.947479,5,30.683747
-11.861368,14,30.71477
-8.672336,12,30.739434
-3.364967,8,30.754427
-12.603045,14,30.784472
-10.199776,14,30.812434
-5.979319,11,30.835637
0.306999,3,30.842625
-5.477683,8,30.860621
-8.503793,14,30.889627
-7.168344,14,30.967
-7.808917,14,30.995
-12.662933,14,31.024029
-2.284766,5,31.03506
-12.373035,14,31.062241
-13.000907,14,31.089229
-2.509004,6,31.102213
-10.060646,14,31.135282
-11.519748,14,31.162428
-12.754081,14,31.18941
-1.976317,6,31.243615
-9.479238,14,31.273627
-2.358009,6,31.286629
-10.87853,14,31.31565
-4.327994,8,31.334718
-2.909092,6,31.347376
-0.053441,2,31.354399
-1.736788,4,31.36437
-8.611167,14,31.391386
-2.740954,8,31.409383
-2.961087,6,31.465146
-1.441206,4,31.476149
-5.992814,8,31.493144
-9.653017,14,31.523202
-10.430426,14,31.551486
0.861216,1,31.555484
-0.369355,3,31.561492
-7.727476,14,31.592521
-1.529296,6,31.606484
-1.505341,4,31.615486
-7.140919,14,31.699212
-10.139078,14,31.728274
0.098082,2,31.733274
-0.485248,3,31.740394
-2.651494,6,31.752401
-12.241703,14,31.779398
-0.008595,2,31.785405
-7.205616,13,31.813394
-3.913492,11,31.835479
-7.988877,14,31.867692
-10.899614,14,31.939908
-3.681333,8,31.956888
-6.010782,14,31.987889
-13.903616,14,32.015887
-3.192554,9,32.034996
-3.106306,9,32.054121
-2.951758,10,32.07516
-12.533941,14,32.104137
-9.169594,14,32.13324
-13.77248,14,32.160323
-8.672498,14,32.2334
0.204581,2,32.239603
0.9185,1,32.242576
-2.24215,6,32.255581
-1.132874,3,32.263598
-8.926176,14,32.290576
0.97661,1,32.294605
-7.336187,14,32.321595
-0.982217,3,32.32867
-6.089728,9,32.347899
-0.95328,3,32.407897
-6.536031,14,32.440156
-2.323023,5,32.451165
-6.625086,11,32.47314
-10.44161,14,32.501147
-2.096318,6,32.514144
-3.753544,6,32.52622
0.995125,1,32.5302
0.119286,2,32.535206
-1.477061,4,32.544544
-0.617983,4,32.599581
0.977756,1,32.604569
-9.395879,14,32.634635
0.869525,1,32.639251
-2.864204,5,32.649263
-3.913614,9,32.667251
-1.352527,4,32.676283
-4.963991,10,32.699251
-10.390469,14,32.725305
-0.494395,3,32.732294
-2.710429,5,32.789551
-11.441571,14,32.818551
-2.25945,6,32.831604
-0.24188,4,32.840843
0.402751,3,32.847848
-6.579482,11,32.86985
0.648489,2,32.874885
0.926969,1,32.878852
-0.192846,3,32.885857
-4.062765,7,32.901874
-10.081911,14,32.984536
-7.975702,14,33.012519
-5.290097,12,33.036559
0.92101,1,33.040212
-13.265829,14,33.067183
-3.996855,7,33.083188
-2.85926,6,33.097176
-0.378987,4,33.106185
-2.097679,5,33.118185
-7.048476,14,33.147427
-8.198268,14,33.222434
-0.468493,3,33.230511
-12.365305,14,33.259613
0.768522,2,33.264632
-5.300221,12,33.288627
-10.821331,14,33.316645
-8.440994,14,33.344391
0.975103,1,33.347386
-8.644976,14,33.376373
-0.490028,4,33.389382
-4.196806,9,33.45804
-1.382292,4,33.467032
-2.140396,7,33.482051
-1.6492,6,33.495035
-9.770352,14,33.522039
-10.971919,14,33.550251
-5.269027,12,33.575254
-3.032262,9,33.594276
0.334515,2,33.599248
-8.518605,14,33.626315
-8.67559,14,33.696025
-11.630522,14,33.723014
-2.723485,10,33.742674
-0.319454,3,33.749671
0.222983,2,33.754678
-10.169131,14,33.782682
-0.127065,3,33.791684
-8.341683,14,33.819665
-10.207008,14,33.847362
-9.865482,14,33.874351
-10.613642,14,33.954129
-4.86049,9,33.973125
-5.347694,9,33.992107
0.885083,1,33.996137
-10.876612,14,34.024117
-6.606634,14,34.054768
-0.267626,3,34.061761
-9.283446,14,34.090779
-8.479734,14,34.117793
-12.733084,14,34.145526
-13.13485,14,34.217491
0.012757,2,34.223486
-9.735424,14,34.251094
0.034248,2,34.257088
-12.65628,14,34.283098
-6.652956,13,34.309083
-6.676829,14,34.33818
-10.177535,14,34.370788
-3.513781,8,34.3878
-5.600764,12,34.413795
-2.570361,7,34.470613
-2.623798,5,34.483633
-2.008943,6,34.496605
-5.167438,12,34.521603
-4.291676,9,34.53966
-5.926547,10,34.560278
0.021546,2,34.565284
-7.587882,14,34.595296
-7.149858,14,34.622284
-4.814298,11,34.645501
-5.239675,12,34.718498
-7.960073,14,34.74869
-1.448217,4,34.757699
0.862778,1,34.760704
-10.582643,14,34.788679
-7.803781,14,34.815676
0.834733,1,34.819677
-10.359813,14,34.847099
-8.909601,14,34.876115
-8.471038,14,34.903108
-11.30473,14,34.984792
-2.728585,8,35.002787
-1.309556,5,35.013785
0.044897,2,35.018793
0.871644,1,35.021826
0.836272,1,35.024794
0.163373,3,35.032865
-7.502396,14,35.062127
-7.32228,14,35.091127
-10.688162,14,35.119127
-1.088341,6,35.186885
-11.22619,14,35.21885
-12.19475,14,35.245485
-7.174082,14,35.27248
0.867112,1,35.27652
-0.738849,5,35.286482
-10.918125,14,35.316497
-11.329096,14,35.344702
-0.091462,3,35.351702
-12.755608,14,35.379722
-0.66663,4,35.436756
-2.330427,5,35.454171
0.956614,1,35.459178
0.895165,1,35.463176
-9.844721,14,35.499178
0.254402,3,35.508178
-0.257754,4,35.521202
0.949363,1,35.52721
-0.382199,4,35.539266
0.845637,1,35.542268
-3.714644,7,35.620874
-9.441396,14,35.650058
-1.608213,6,35.663057
0.836377,1,35.66605
-9.632325,14,35.694071
-12.785629,14,35.722048
0.080317,3,35.729052
-11.574518,14,35.756227
-10.975753,14,35.784264
-8.007431,14,35.811227
-9.907777,14,35.888483
-13.619589,14,35.918468
-10.132015,14,35.944504
-4.279053,10,35.965647
-8.816179,14,35.992671
-8.865991,14,36.019648
-10.590564,14,36.048946
-9.601539,14,36.077949
-1.829171,5,36.090948
-10.813836,14,36.121977
-0.651845,4,36.190715
-4.718224,11,36.214706
-9.120669,12,36.238743
-4.352236,8,36.256413
-2.604144,7,36.270383
-13.700779,14,36.29638
-6.588922,12,36.321395
-13.287296,14,36.34954
-11.538795,14,36.37859
-13.254457,14,36.407549
-9.285085,14,36.483819
-3.525189,8,36.500787
-1.136951,5,36.511787
-10.072421,14,36.537842
-13.719791,14,36.566953
0.835695,1,36.569949
0.841022,1,36.573942
-13.934153,14,36.601949
-7.354607,14,36.629947
-7.873993,14,36.65921
-1.172563,5,36.710243
-6.777314,14,36.741261
-3.925423,10,36.760396
-0.567062,3,36.767365
-2.783355,7,36.781398
0.15328,2,36.786381
-3.720284,7,36.800363
-1.277785,4,36.809365
0.831525,1,36.812383
0.501883,2,36.818376
-8.313438,14,36.903081
-0.381571,3,36.911081
-0.357798,4,36.921081
-11.236284,14,36.949748
-10.67419,14,36.979748
-2.192236,7,36.995764
-5.433348,10,37.015752
-1.090069,3,37.023745
-8.489983,14,37.05294
0.529642,2,37.057938
0.548517,2,37.112937
-9.73142,14,37.145995
-12.937683,14,37.175615
-12.736318,14,37.202612
-2.347362,8,37.218602
-0.26233,3,37.225609
-2.649974,8,37.244674
-10.678066,14,37.271274
-10.003968,14,37.299292
-10.40882,14,37.326303
-9.156747,14,37.403718
-7.759556,14,37.432801
-10.187701,14,37.460421
-3.253267,8,37.485445
0.873947,1,37.488424
-3.387294,8,37.505421
0.032591,2,37.510441
-2.346301,6,37.522414
-1.307843,4,37.531414
-0.131668,2,37.536514
0.933184,1,37.587173
-2.87484,8,37.608174
0.989888,1,37.611174
-12.997711,14,37.640214
-11.413156,14,37.66885
-9.999681,14,37.697875
0.169633,3,37.704879
0.207308,2,37.709843
-11.700883,14,37.736903
-2.523926,7,37.751235
-13.216256,14,37.832251
-10.91965,14,37.860475
-11.346985,14,37.886481
-13.04835,14,37.91546
-2.74842,11,37.93854
-7.11298,14,37.966647
-5.921397,14,37.994645
-12.866037,14,38.021656
-12.678024,14,38.048713
-9.935301,14,38.075921
-8.050671,14,38.154242
-8.937312,14,38.182208
0.892275,1,38.185208
0.599537,2,38.191208
-3.191794,9,38.210197
-2.694084,7,38.225197
-1.100127,3,38.233206
-2.848816,6,38.246255
-8.635805,14,38.274393
-1.15416,4,38.284419
-8.831896,14,38.357573
-9.214132,12,38.381574
-3.000654,7,38.396611
-3.061236,8,38.414572
-2.645508,5,38.425572
-8.146345,11,38.447629
-9.396989,14,38.475908
-5.738766,13,38.501884
0.097009,2,38.507894
-10.597817,14,38.534966
-1.609505,5,38.590281
-1.054523,5,38.603281
-1.266413,4,38.612281
-7.929732,14,38.640402
-10.251427,14,38.671108
-4.85238,10,38.692106
-1.628451,4,38.702095
0.821997,1,38.706075
0.062162,2,38.711099
-9.304445,14,38.739158
-13.255106,14,38.812783
-3.694545,9,38.832776
-3.015564,7,38.848842
-2.30155,6,38.862479
0.899808,1,38.866476
-1.303787,5,38.877462
-4.953442,8,38.895466
-1.072956,5,38.906473
-7.944922,14,38.936558
-12.812534,14,38.964708
-10.000163,14,39.049738
0.083866,3,39.056404
0.207222,2,39.061411
-8.742717,14,39.087402
-7.714178,14,39.115409
-0.007898,4,39.125438
0.901725,1,39.128411
-8.058023,14,39.155128
-2.940335,7,39.170104
-2.967076,7,39.184111
-4.951255,13,39.256265
-13.063425,14,39.285297
-9.652692,14,39.314262
-12.950344,14,39.343364
0.822656,1,39.346322
-0.807968,5,39.357486
0.830137,1,39.360485
-8.080741,14,39.389481
-11.160358,14,39.417501
-11.77453,14,39.445524
-7.260063,14,39.522658
-10.21853,14,39.549717
-7.776368,14,39.577801
-8.798413,14,39.604801
-7.75013,14,39.630795
-7.789105,11,39.655044
-0.083024,2,39.660058
-8.814898,12,39.686051
-11.965606,14,39.714047
-1.895135,7,39.729053
-10.682242,14,39.808809
-6.864719,12,39.834788
0.314197,3,39.841872
-9.177981,14,39.869517
-5.909587,11,39.891503
-0.637623,4,39.899508
-8.973596,14,39.932514
-0.119916,3,39.94056
-8.236138,14,39.968695
-8.723967,14,39.997696
-1.935761,6,40.060856
0.004517,2,40.06787
-9.089132,14,40.096853
0.822558,1,40.099876
-0.551556,3,40.106867
-10.315315,14,40.134847
-12.987535,14,40.162242
0.893324,1,40.166244
-12.068225,14,40.194226
-0.339072,3,40.201224
-4.671872,11,40.275912
-6.857596,12,40.299906
-2.801722,6,40.312912
-0.254343,3,40.320916
-12.275055,14,40.350956
0.252421,2,40.357074
-12.126269,14,40.386065
-2.409987,8,40.402074
0.134061,2,40.409079
0.102689,2,40.414078
-5.287213,9,40.488496
-9.144004,14,40.518486
-6.928261,9,40.53649
0.86382,1,40.539541
0.844545,1,40.543546
-4.210211,8,40.560205
-6.918334,10,40.579201
0.950557,1,40.582228
-8.707674,14,40.610192
-10.173851,14,40.640258
-0.189796,3,40.693404
-3.117125,9,40.714395
0.104577,2,40.720368
0.537863,2,40.725399
-8.234896,14,40.754656
-1.63235,5,40.764626
-1.219878,5,40.775626
-8.799859,14,40.802625
-7.409312,14,40.830625
-9.317303,14,40.859963
-1.840468,4,40.915943
-0.047258,2,40.925945
-13.16106,14,40.957105
-13.353386,14,40.985121
0.681378,2,40.991106
-5.444171,8,41.007123
-6.633779,14,41.034146
-9.283838,14,41.06176
-12.053368,14,41.090756
-13.45134,14,41.11876
-3.861077,7,41.181494
-0.981853,4,41.191484
-9.737798,14,41.219467
-10.22092,14,41.247784
-1.980139,4,41.257413
-3.996139,8,41.273437
-1.679669,6,41.285413
-2.270807,5,41.297413
-8.011134,14,41.324432
0.060011,2,41.330412
-7.119778,14,41.403167
-6.108271,14,41.432156
-11.876237,14,41.46032
-11.844585,14,41.487304
-10.451932,14,41.515312
-10.326209,14,41.542364
-13.112698,14,41.569686
-9.156375,14,41.59665
-6.989418,14,41.624654
0.550449,2,41.629642
-2.38762,7,41.690294
-7.252522,11,41.7143
0.10238,2,41.719303
-0.411037,4,41.728309
-2.497016,7,41.743351
-0.122078,2,41.748357
-1.863247,4,41.757623
-8.124891,14,41.784632
-8.635387,14,41.812632
-1.483353,4,41.821623
-0.150671,2,41.872908
-5.163485,12,41.898902
-11.717547,14,41.929913
-3.174512,8,41.945999
-10.676188,14,41.974106
-2.465874,6,41.9881
-3.198806,6,42.001097
0.002154,3,42.008099
-2.845587,7,42.023097
-9.863464,14,42.050154
-0.103542,5,42.10381
-0.652635,4,42.114809
-4.713415,7,42.130803
-2.905619,6,42.143872
-4.207803,13,42.170513
-9.216958,14,42.198497
-9.161063,14,42.226509
-11.631044,14,42.254565
-12.013917,14,42.283726
-10.321815,14,42.312719
-1.289975,4,42.365008
0.884436,1,42.368001
-9.515013,14,42.398016
-11.066317,14,42.429037
0.178163,2,42.435019
-9.861293,14,42.463756
-10.969661,14,42.49178
-12.311726,14,42.519792
-0.789494,3,42.527782
-0.666369,4,42.537771
-7.079973,14,42.615439
0.822063,1,42.621471
-7.756636,14,42.649481
-11.853551,14,42.67763
-11.363979,14,42.705634
-12.41839,14,42.733621
-4.108443,7,42.749666
0.289484,2,42.754664
-13.815052,14,42.78178
-3.755459,9,42.799775
-9.923335,14,42.878058
-6.053291,11,42.900042
-10.605413,14,42.930046
-7.011554,11,42.952097
-7.900032,14,42.978588
-1.391475,4,42.987587
-0.731113,3,42.995585
-11.768543,14,43.023576
-4.005778,8,43.039592
-1.191877,6,43.052654
-3.774757,8,43.112285
-0.014677,2,43.117281
0.111554,2,43.123281
-9.522065,14,43.151336
-0.970236,5,43.163509
-8.453462,14,43.190516
-8.049032,14,43.218541
-1.374164,5,43.230502
-1.221846,4,43.239528
-10.103567,14,43.266253
0.820074,1,43.322257
-0.099755,2,43.330294
-1.478601,4,43.341257
-3.360415,7,43.357341
-8.576638,14,43.385982
-1.115143,4,43.394973
0.090465,3,43.401987
-8.104834,14,43.43201
-12.14958,14,43.462182
-0.293013,3,43.470224
-13.127624,14,43.545235
-0.930432,5,43.55626
-7.630098,10,43.576427
-8.484388,14,43.603408
-4.495316,10,43.623418
-2.375544,6,43.635451
-11.08345,14,43.666189
0.853748,1,43.670186
0.871298,1,43.673162
-9.031344,14,43.70218
-1.036966,3,43.753231
-1.042947,5,43.766901
-1.558659,5,43.778917
-3.641601,9,43.796883
0.996546,1,43.799883
-1.273376,5,43.810883
0.851836,1,43.813876
-10.437358,14,43.840882
0.182549,3,43.847981
-8.363267,14,43.879075
-1.36899,4,43.930087
0.04217,2,43.93711
-11.53406,14,43.965473
0.110072,2,43.97043
-8.028275,14,43.998437
-1.982617,6,44.01044
-3.791219,7,44.024439
-5.694291,8,44.041428
-4.091343,10,44.062608
0.111402,2,44.068617
-1.050965,3,44.1226
0.899392,1,44.126604
-10.618528,14,44.156687
-0.28501,3,44.163909
-6.164666,13,44.190881
-4.598806,11,44.213859
0.855268,1,44.216846
-0.463108,3,44.223853
-11.08215,14,44.251895
-8.352379,14,44.279063
-11.014449,14,44.365282
-1.498388,4,44.373275
-12.954325,14,44.400297
-10.617353,14,44.429281
0.815576,1,44.433281
-9.007351,14,44.461387
-9.84727,14,44.489542
-4.248678,9,44.508509
-3.573677,8,44.526514
-10.878217,14,44.555554
-4.622203,14,44.630181
-0.492881,3,44.638204
0.05102,3,44.646167
-10.53712,14,44.675907
0.875783,1,44.678888
-8.253403,14,44.706881
-6.030642,10,44.727889
-10.771848,14,44.754017
-8.081978,12,44.779217
-2.381021,7,44.79324
-10.237658,14,44.865884
-0.163673,4,44.875916
-11.710249,14,44.902884
-9.825878,14,44.931918
-8.381359,14,44.95895
-9.795922,13,44.98456
-8.75286,14,45.013565
-11.760332,14,45.046565
0.962395,1,45.050654
-9.474612,14,45.081052
-6.092185,14,45.160107
-2.750938,9,45.179757
-9.912701,14,45.207756
-1.623798,4,45.216782
0.913839,1,45.219758
-11.760551,14,45.248804
-0.888585,3,45.255811
0.008089,2,45.260802
-11.491824,14,45.289154
-12.405746,14,45.318177
-0.970902,3,45.369833
-3.367556,8,45.388833
-10.561048,14,45.417833
-7.855676,14,45.444837
-10.114775,14,45.471992
-2.39261,8,45.488017
-6.84996,14,45.514992
-0.521896,3,45.523992
-1.808156,5,45.53499
-10.413559,14,45.564187
-0.066277,2,45.619187
-12.662062,14,45.650247
-8.09398,14,45.678386
-13.353859,14,45.706396
-12.354137,14,45.733398
0.879786,1,45.736398
-10.631391,14,45.764706
-12.070867,14,45.792697
0.834179,1,45.795706
-1.152307,6,45.808697
-2.679585,7,45.865963
-1.230642,5,45.877958
-9.260205,14,45.907972
-1.145015,5,45.919984
-4.019994,7,45.935984
-7.902517,11,45.958054
-11.697935,14,45.984705
-11.529606,14,46.012706
-8.16114,14,46.041705
-8.558111,14,46.068392
-12.790249,14,46.141404
0.767991,2,46.147402
-11.158983,14,46.176643
-2.527809,7,46.190643
-0.937926,3,46.198646
-11.784269,14,46.226643
-6.268578,12,46.250694
-12.678199,14,46.277885
-0.909015,6,46.289865
-8.843361,14,46.316868
-0.131626,2,46.372281
-8.398393,14,46.441313
-12.179011,14,46.489994
-8.345839,13,46.540998
-13.606207,14,46.597274
0.120717,2,46.603255
-5.397268,13,46.63929
-0.018509,3,46.651369
-12.653672,14,46.699056
-12.725966,14,46.727064
0.890784,1,46.777754
0.81781,1,46.781749
-11.98698,14,46.812742
-0.525604,3,46.81975
-10.616872,14,46.846742
-13.512596,14,46.874101
-4.16586,10,46.894074
-1.669024,5,46.904077
-10.843687,14,46.933078
-2.99654,9,46.954131
-0.619466,3,47.005808
-1.575793,6,47.025787
0.984203,1,47.02879
-3.422036,9,47.047805
0.370964,2,47.051872
-10.052083,14,47.078422
-2.923765,7,47.091428
0.198012,2,47.096417
0.316084,2,47.101424
-10.055585,14,47.128453
-0.165201,3,47.180786
-0.75972,3,47.188747
-5.768016,12,47.211783
-8.17246,14,47.239754
0.0735,2,47.244745
0.909488,1,47.246757
-2.063118,6,47.259787
-0.037371,2,47.263796
-7.323328,14,47.290995
-2.265471,7,47.306023
-8.772865,14,47.382327
-2.097828,6,47.394315
-1.011043,3,47.400346
-8.193613,13,47.426318
0.977118,1,47.430324
-10.837155,14,47.456419
-7.900967,14,47.484504
-5.438945,11,47.506511
-13.14339,14,47.533525
-5.779831,10,47.552536
-1.293138,4,47.608144
-7.524975,14,47.641128
-1.491101,5,47.652133
-9.607264,14,47.680839
-2.89838,9,47.698855
-0.087942,2,47.703816
-13.070688,14,47.733816
-4.209898,8,47.753868
-2.92703,6,47.769152
-13.529215,14,47.797169
-3.079512,7,47.859252
-0.036254,3,47.868896
0.190605,2,47.874896
-0.438801,3,47.883924
-6.525152,14,47.912894
-7.879073,14,47.939888
-0.32845,3,47.94789
0.999718,1,47.950897
-1.733017,7,47.966947
-3.276152,8,47.984571
-0.740429,4,48.034574
-0.094596,3,48.044587
0.312139,2,48.050567
-0.129655,3,48.057659
0.998848,1,48.061659
0.558208,2,48.066659
-8.776497,14,48.095306
0.599143,2,48.101299
-3.956812,9,48.121317
-11.482356,14,48.149306
-9.693657,14,48.226762
-1.390292,4,48.236764
0.816047,1,48.23977
-11.371348,14,48.268461
-4.56611,11,48.291518
-0.028007,2,48.297508
-0.055651,3,48.304528
-4.650065,8,48.320541
-0.337385,3,48.327533
-6.985599,14,48.356575
-1.276638,5,48.415189
-9.612215,14,48.443181
0.917246,1,48.447206
-9.127733,14,48.474906
-3.764144,7,48.488906
-4.692478,11,48.509904
-0.713689,6,48.523929
-11.197747,14,48.551899
0.005477,3,48.558962
-9.539159,14,48.587223
-9.730242,14,48.657331
-13.40796,14,48.685532
-5.641584,13,48.711525
-3.51303,9,48.729538
-11.73241,14,48.757577
-9.166084,14,48.786745
-1.581051,5,48.797709
-0.128483,3,48.805707
-11.461237,14,48.835732
-4.281775,8,48.852757
-8.37638,14,48.934975
-6.895667,10,48.955067
-3.111147,8,48.971252
-7.859676,14,48.999255
-7.388018,14,49.026257
-1.284255,4,49.036257
-1.278918,5,49.046257
-9.441931,14,49.074438
-0.249619,3,49.082469
-1.569612,6,49.095434
0.359056,3,49.148438
-0.227884,3,49.158488
-4.520377,10,49.180604
0.922367,1,49.184566
-1.228298,4,49.194557
-8.304595,14,49.221566
-0.078428,3,49.228566
-8.994341,14,49.255559
-13.085259,14,49.283746
-13.269379,14,49.311755
-7.345526,14,49.388054
-2.192891,5,49.400057
-0.892144,4,49.410058
-0.333394,3,49.417053
-8.689789,11,49.440088
-3.846079,8,49.455068
-0.275201,3,49.463137
-9.578812,14,49.489293
-0.500132,3,49.496309
-3.862412,7,49.511309
0.951566,1,49.553288
-3.033139,9,49.574579
-0.003425,2,49.579581
-3.519698,10,49.600559
-2.713557,6,49.61355
-6.507015,12,49.636559
-1.464372,4,49.645552
-11.760584,14,49.674227
-11.241014,14,49.702232
-3.587627,9,49.722214
-6.051686,9,49.78493
-0.294023,3,49.792883
-9.919778,14,49.820891
-12.934278,14,49.847923
-1.397378,4,49.856937
-9.918612,14,49.887159
-6.176452,13,49.916125
-2.542026,7,49.931142
0.112676,3,49.939132
-2.027282,6,49.95313
-13.079388,14,50.025439
-8.964048,14,50.053431
-11.126294,14,50.080632
-11.628089,14,50.107666
-10.296275,14,50.136637
-9.191329,14,50.164689
-3.6464,6,50.179873
-7.851995,14,50.20787
-10.37646,14,50.235888
-4.271549,11,50.256864
-11.675713,14,50.328583
-0.117655,3,50.335625
-13.043406,14,50.362705
-9.561544,14,50.389274
-5.337461,12,50.414274
-1.181477,6,50.426267
-4.876571,9,50.444272
0.178182,3,50.451274
-7.573705,13,50.477955
-3.265761,6,50.490931
-2.134088,7,50.550956
-11.199266,14,50.579615
0.840427,1,50.583622
-0.834943,3,50.590618
-12.711056,14,50.617613
-4.651043,9,50.636618
-5.768127,14,50.6657
-2.753338,6,50.679008
-11.359003,14,50.705994
-2.553338,5,50.719036
-11.064829,14,50.79466
-8.003248,14,50.822704
-2.710051,6,50.834687
-0.708367,4,50.842661
0.951045,1,50.846667
-0.27137,3,50.853667
-9.966955,14,50.881323
-9.871256,14,50.911326
-13.557368,14,50.94034
0.12203,2,50.946323
-11.198404,14,51.026102
-5.921396,10,51.046067
-1.804695,6,51.058108
-0.493437,3,51.066126
0.947344,1,51.069117
-2.658948,5,51.07971
-11.989138,14,51.106735
-0.047839,2,51.112741
-0.169777,2,51.120732
-8.059605,14,51.149813
-12.857523,14,51.227141
-2.815329,8,51.250111
-13.762161,14,51.280333
-12.230868,14,51.320335
-12.367823,14,51.349334
-11.028,14,51.377568
-6.720241,14,51.404539
-2.293094,7,51.420537
-5.275537,13,51.445543
-7.215814,14,51.474639
-0.969279,4,51.531822
-12.925553,14,51.561876
-4.304451,8,51.580039
0.546197,2,51.58605
-3.155797,6,51.599035
-1.619221,6,51.613034
-0.779652,4,51.624035
-1.628041,6,51.637041
0.004132,2,51.642061
-1.416182,4,51.651042
-12.031399,14,51.730286
-12.410724,14,51.759305
-0.812366,5,51.769368
-1.057986,7,51.784464
-1.928601,5,51.794451
-1.422109,5,51.805468
-13.355459,14,51.831455
0.884642,1,51.835458
-11.853199,14,51.861458
-10.044829,14,51.891643
-10.791113,14,51.974703
-1.795921,4,51.983855
-1.863027,6,51.996859
0.134898,2,52.002859
0.459539,2,52.008881
-3.018559,6,52.021857
0.020147,2,52.026888
-1.500235,6,52.039856
-10.492795,14,52.068957
-3.0114,8,52.085025
-1.289032,4,52.142025
-2.445586,7,52.157036
-0.907677,3,52.164136
-6.607802,14,52.191836
-10.745244,14,52.21882
-9.112563,14,52.246813
-10.656623,14,52.274869
-2.224624,5,52.284492
-10.348893,14,52.314492
0.948734,1,52.317509
-10.12114,14,52.394751
-6.968708,14,52.424751
-12.588176,14,52.452754
-0.279884,3,52.459742
0.838446,1,52.462751
-4.022477,11,52.485917
-13.210258,14,52.511914
0.952167,1,52.514919
-3.120928,7,52.529926
-12.803663,14,52.559919
-10.477295,14,52.633182
-12.890781,14,52.66217
-8.834558,14,52.69044
-2.969888,7,52.705442
-12.208723,14,52.73544
-2.290143,5,52.746431
-3.370996,6,52.759444
-7.466126,14,52.787881
-1.021571,3,52.794876
-1.586395,5,52.805881
-11.737642,14,52.88361
-0.34034,3,52.890636
-1.143491,5,52.901603
-3.19763,6,52.916611
0.686111,2,52.921608
-3.325513,6,52.93461
-4.993495,8,52.95161
-0.147834,2,52.956633
-2.577284,5,52.968669
-2.541666,6,52.983933
-12.568243,14,53.056927
-8.205776,14,53.087151
-9.136585,14,53.116145
0.935635,1,53.119195
0.813482,1,53.123152
-9.123896,14,53.151155
-6.37047,14,53.179198
-0.065257,2,53.185304
-2.480757,7,53.200302
0.90451,1,53.203308
-11.454755,14,53.279387
